localidade;nome_localidade;idade_calculada;renda_ind
5335;Água Quente;60;1600
5304;Brazlândia;73;3500
5304;Brazlândia;51;5000
5335;Água Quente;18;2700
5301;Plano Piloto;62;10500
5316;Lago Sul;88;5500
5323;Varjão;47;650
5312;Samambaia;40;950
5312;Samambaia;61;650
5322;Sudoeste e Octogonal;74;12000
5244;Cristalina;62;600
5246;Formosa;46;1000
5251;Santo Antônio do Descoberto;67;1412
5241;Águas Lindas de Goiás;44;650
5306;Planaltina;62;6200
5329;SIA;80;2824
5302;Gama;76;1320
5325;SCIA;37;319
5310;Guará;68;4100
5311;Cruzeiro;40;10020
5311;Cruzeiro;77;2800
5322;Sudoeste e Octogonal;71;15000
5322;Sudoeste e Octogonal;67;10000
5245;Cocalzinho de Goiás;67;1412
5247;Luziânia;31;1000
5301;Plano Piloto;69;23000
5301;Plano Piloto;71;8500
5325;SCIA;59;1320
5307;Paranoá;57;600
5242;Alexânia;61;1412
5330;Vicente Pires;56;17000
5336;Área Rural;63;8000
5336;Área Rural;89;7200
5250;Planaltina de Goiás;76;1400
5311;Cruzeiro;54;18000
5319;Candangolândia;80;1320
5315;Recanto Das Emas;66;1320
5314;São Sebastião;58;1412
5315;Recanto Das Emas;40;600
5315;Recanto Das Emas;60;800
5315;Recanto Das Emas;83;2824
5319;Candangolândia;68;1320
5336;Área Rural;21;750
5301;Plano Piloto;48;7915
5314;São Sebastião;25;790
5334;Arapoanga;40;600
5314;São Sebastião;73;1302
5301;Plano Piloto;69;9700
5330;Vicente Pires;74;14000
5330;Vicente Pires;66;14000
5309;Ceilândia;72;8000
5314;São Sebastião;30;1000
5301;Plano Piloto;62;15500
5250;Planaltina de Goiás;73;2800
5311;Cruzeiro;38;1412
5248;Novo Gama;64;3000
5318;Lago Norte;72;8000
5302;Gama;57;1412
5336;Área Rural;17;200
5325;SCIA;17;700
5307;Paranoá;79;1420
5307;Paranoá;73;1420
5304;Brazlândia;63;2100
5304;Brazlândia;65;1312
5311;Cruzeiro;81;7000
5321;Riacho Fundo II;19;1000
5241;Águas Lindas de Goiás;62;16412
5319;Candangolândia;25;500
5319;Candangolândia;43;600
5310;Guará;66;4320
5335;Água Quente;35;600
5307;Paranoá;54;555
5244;Cristalina;42;1412
5325;SCIA;27;801
5306;Planaltina;58;6000
5241;Águas Lindas de Goiás;54;3000
5241;Águas Lindas de Goiás;37;2540
5241;Águas Lindas de Goiás;32;1412
5319;Candangolândia;67;15000
5309;Ceilândia;61;850
5325;SCIA;18;580
5306;Planaltina;39;910
5252;Valparaíso de Goiás;48;1320
5243;Cidade Ocidental;24;1412
5249;Padre Bernardo;54;577
5248;Novo Gama;66;2900
5248;Novo Gama;56;1320
5301;Plano Piloto;26;6100
5247;Luziânia;54;1412
5330;Vicente Pires;52;5000
5326;Sobradinho II;69;1320
5245;Cocalzinho de Goiás;65;1420
5245;Cocalzinho de Goiás;15;1520
5317;Riacho Fundo;63;6500
5317;Riacho Fundo;70;8000
5247;Luziânia;63;600
5335;Água Quente;59;500
5313;Santa Maria;30;5000
5321;Riacho Fundo II;74;1320
5330;Vicente Pires;39;600
5308;Núcleo Bandeirante;88;3186
5310;Guará;58;6000
5335;Água Quente;66;8000
5335;Água Quente;60;1420
5245;Cocalzinho de Goiás;51;1412
5245;Cocalzinho de Goiás;42;1500
5309;Ceilândia;37;800
5335;Água Quente;18;600
5323;Varjão;42;10050
5325;SCIA;47;1200
5325;SCIA;13;750
5243;Cidade Ocidental;89;1320
5249;Padre Bernardo;25;850
5315;Recanto Das Emas;58;6508
5243;Cidade Ocidental;33;800
5330;Vicente Pires;72;5600
5247;Luziânia;70;5000
5247;Luziânia;40;3000
5247;Luziânia;69;1320
5247;Luziânia;69;1320
5249;Padre Bernardo;66;1412
5305;Sobradinho;38;3100
5328;Itapoã;26;1400
5304;Brazlândia;80;1400
5316;Lago Sul;75;10300
5243;Cidade Ocidental;59;1320
5330;Vicente Pires;50;850
5307;Paranoá;67;600
5326;Sobradinho II;23;1920
5241;Águas Lindas de Goiás;58;1320
5244;Cristalina;26;750
5321;Riacho Fundo II;43;1150
5321;Riacho Fundo II;12;300
5247;Luziânia;50;600
5315;Recanto Das Emas;45;700
5326;Sobradinho II;49;1320
5326;Sobradinho II;73;1320
5243;Cidade Ocidental;59;1302
5306;Planaltina;83;10000
5309;Ceilândia;16;400
5248;Novo Gama;59;300
5248;Novo Gama;81;1320
5246;Formosa;59;2824
5314;São Sebastião;32;1
5314;São Sebastião;14;1
5314;São Sebastião;10;1
5301;Plano Piloto;87;13000
5250;Planaltina de Goiás;76;1400
5301;Plano Piloto;60;20000
5301;Plano Piloto;80;1400
5241;Águas Lindas de Goiás;21;3912
5251;Santo Antônio do Descoberto;21;750
5243;Cidade Ocidental;26;800
5328;Itapoã;20;800
5332;Sol Nascente / Pôr do Sol;39;977
5330;Vicente Pires;68;1500
5323;Varjão;63;1480
5312;Samambaia;81;1320
5312;Samambaia;70;1320
5310;Guará;77;5000
5301;Plano Piloto;70;17000
5317;Riacho Fundo;69;1320
5245;Cocalzinho de Goiás;29;350
5247;Luziânia;74;3600
5251;Santo Antônio do Descoberto;48;800
5251;Santo Antônio do Descoberto;44;1412
5334;Arapoanga;14;220
5243;Cidade Ocidental;54;1320
5336;Área Rural;30;4000
5330;Vicente Pires;49;1850
5312;Samambaia;37;950
5325;SCIA;47;400
5330;Vicente Pires;31;850
5242;Alexânia;46;440
5314;São Sebastião;41;500
5330;Vicente Pires;27;800
5309;Ceilândia;77;1320
5315;Recanto Das Emas;45;250
5309;Ceilândia;65;1450
5309;Ceilândia;70;1450
5307;Paranoá;64;2604
5312;Samambaia;64;600
5301;Plano Piloto;48;12800
5247;Luziânia;53;370
5335;Água Quente;53;600
5317;Riacho Fundo;61;90000
5336;Área Rural;38;1412
5245;Cocalzinho de Goiás;62;1412
5247;Luziânia;27;2070
5323;Varjão;63;600
5247;Luziânia;63;2640
5250;Planaltina de Goiás;52;1200
5244;Cristalina;78;1420
5244;Cristalina;80;1420
5249;Padre Bernardo;80;3400
5248;Novo Gama;36;600
5304;Brazlândia;65;4000
5245;Cocalzinho de Goiás;61;600
5245;Cocalzinho de Goiás;38;1412
5316;Lago Sul;92;7100
5306;Planaltina;65;1320
5306;Planaltina;47;4842
5247;Luziânia;47;1920
5313;Santa Maria;51;410
5301;Plano Piloto;74;27000
5301;Plano Piloto;60;17000
5249;Padre Bernardo;45;600
5247;Luziânia;58;1412
5247;Luziânia;30;750
5249;Padre Bernardo;72;2800
5305;Sobradinho;75;1420
5324;Park Way;49;30000
5324;Park Way;83;5400
5309;Ceilândia;53;700
5242;Alexânia;56;8000
5242;Alexânia;56;5000
5248;Novo Gama;65;1320
5248;Novo Gama;73;1320
5312;Samambaia;53;250
5301;Plano Piloto;81;14000
5301;Plano Piloto;74;1700
5325;SCIA;37;1010
5336;Área Rural;57;1412
5334;Arapoanga;44;2000
5334;Arapoanga;66;1420
5310;Guará;11;500
5334;Arapoanga;39;1420
5330;Vicente Pires;84;1412
5336;Área Rural;42;4000
5308;Núcleo Bandeirante;73;1402
5307;Paranoá;79;1302
5325;SCIA;54;1000
5303;Taguatinga;28;1100
5247;Luziânia;48;300
5249;Padre Bernardo;33;3100
5249;Padre Bernardo;30;1412
5243;Cidade Ocidental;56;600
5330;Vicente Pires;80;1500
5249;Padre Bernardo;52;800
5306;Planaltina;73;1320
5312;Samambaia;66;1320
5333;Arniqueira;73;1412
5244;Cristalina;17;112
5252;Valparaíso de Goiás;80;1400
5252;Valparaíso de Goiás;75;1320
5335;Água Quente;43;1900
5335;Água Quente;25;1400
5247;Luziânia;62;1000
5247;Luziânia;27;1320
5249;Padre Bernardo;84;2640
5252;Valparaíso de Goiás;53;600
5248;Novo Gama;39;1320
5301;Plano Piloto;60;33000
5313;Santa Maria;37;22300
5304;Brazlândia;73;4400
5325;SCIA;39;1300
5320;Águas Claras;45;7000
5247;Luziânia;39;1900
5329;SIA;38;1412
5328;Itapoã;27;750
5336;Área Rural;65;1420
5250;Planaltina de Goiás;53;7000
5336;Área Rural;72;1412
5330;Vicente Pires;27;750
5244;Cristalina;69;2000
5312;Samambaia;67;1320
5244;Cristalina;21;500
5244;Cristalina;16;112
5301;Plano Piloto;67;12000
5309;Ceilândia;71;2500
5309;Ceilândia;73;1320
5313;Santa Maria;24;750
5250;Planaltina de Goiás;82;1700
5314;São Sebastião;33;900
5249;Padre Bernardo;66;1412
5323;Varjão;14;300
5250;Planaltina de Goiás;64;1320
5312;Samambaia;29;30000
5251;Santo Antônio do Descoberto;44;800
5318;Lago Norte;51;10000
5250;Planaltina de Goiás;71;1319
5243;Cidade Ocidental;36;600
5322;Sudoeste e Octogonal;58;3800
5245;Cocalzinho de Goiás;64;2012
5314;São Sebastião;30;2200
5301;Plano Piloto;63;1312
5303;Taguatinga;96;2300
5303;Taguatinga;94;1400
5303;Taguatinga;54;1400
5243;Cidade Ocidental;26;650
5336;Área Rural;34;600
5301;Plano Piloto;27;19000
5332;Sol Nascente / Pôr do Sol;52;600
5324;Park Way;77;17400
5249;Padre Bernardo;44;600
5334;Arapoanga;71;1420
5325;SCIA;44;600
5314;São Sebastião;47;1000
5325;SCIA;26;13000
5243;Cidade Ocidental;72;3960
5247;Luziânia;47;750
5249;Padre Bernardo;61;1000
5336;Área Rural;55;1412
5321;Riacho Fundo II;69;1412
5330;Vicente Pires;56;6600
5321;Riacho Fundo II;81;1320
5245;Cocalzinho de Goiás;32;600
5245;Cocalzinho de Goiás;17;800
5317;Riacho Fundo;69;1320
5323;Varjão;28;750
5252;Valparaíso de Goiás;51;2600
5311;Cruzeiro;64;2000
5312;Samambaia;22;1300
5317;Riacho Fundo;58;1400
5252;Valparaíso de Goiás;66;2500
5336;Área Rural;67;1412
5336;Área Rural;77;1412
5249;Padre Bernardo;69;1412
5243;Cidade Ocidental;38;600
5317;Riacho Fundo;60;1400
5318;Lago Norte;46;7000
5332;Sol Nascente / Pôr do Sol;53;850
5308;Núcleo Bandeirante;65;5200
5252;Valparaíso de Goiás;63;1302
5252;Valparaíso de Goiás;71;1302
5247;Luziânia;50;600
5328;Itapoã;30;3000
5249;Padre Bernardo;33;600
5250;Planaltina de Goiás;44;4100
5303;Taguatinga;85;15000
5301;Plano Piloto;36;16000
5244;Cristalina;15;115
5244;Cristalina;13;115
5304;Brazlândia;62;1412
5250;Planaltina de Goiás;26;900
5301;Plano Piloto;63;7800
5301;Plano Piloto;60;6000
5329;SIA;62;1800
5311;Cruzeiro;50;1412
5311;Cruzeiro;30;1412
5331;Fercal;71;1400
5317;Riacho Fundo;76;1412
5326;Sobradinho II;63;1320
5301;Plano Piloto;55;5000
5242;Alexânia;87;2824
5325;SCIA;70;380
5306;Planaltina;52;750
5318;Lago Norte;88;1320
5241;Águas Lindas de Goiás;49;600
5310;Guará;72;3000
5310;Guará;69;6000
5248;Novo Gama;40;816
5330;Vicente Pires;66;1412
5330;Vicente Pires;70;2800
5246;Formosa;10;500
5331;Fercal;38;600
5249;Padre Bernardo;11;380
5315;Recanto Das Emas;72;1320
5243;Cidade Ocidental;54;1320
5243;Cidade Ocidental;60;2600
5243;Cidade Ocidental;30;600
5249;Padre Bernardo;40;750
5243;Cidade Ocidental;74;1412
5330;Vicente Pires;72;2824
5247;Luziânia;31;700
5324;Park Way;79;3500
5324;Park Way;46;1100
5334;Arapoanga;59;1412
5324;Park Way;79;23000
5321;Riacho Fundo II;57;408
5321;Riacho Fundo II;90;3400
5310;Guará;54;8000
5242;Alexânia;74;1412
5249;Padre Bernardo;53;650
5307;Paranoá;45;600
5325;SCIA;58;600
5241;Águas Lindas de Goiás;36;600
5241;Águas Lindas de Goiás;16;200
5249;Padre Bernardo;46;1620
5301;Plano Piloto;44;15400
5251;Santo Antônio do Descoberto;51;1412
5301;Plano Piloto;86;28500
5301;Plano Piloto;77;4000
5330;Vicente Pires;73;16000
5330;Vicente Pires;78;4800
5322;Sudoeste e Octogonal;63;2000
5246;Formosa;15;112
5246;Formosa;14;112
5325;SCIA;33;1320
5248;Novo Gama;24;3120
5245;Cocalzinho de Goiás;40;950
5245;Cocalzinho de Goiás;10;100
5306;Planaltina;70;1320
5312;Samambaia;78;9000
5243;Cidade Ocidental;23;1200
5336;Área Rural;58;1350
5336;Área Rural;24;500
5241;Águas Lindas de Goiás;55;600
5330;Vicente Pires;64;14000
5328;Itapoã;47;1300
5335;Água Quente;37;600
5301;Plano Piloto;63;7000
5301;Plano Piloto;55;4000
5308;Núcleo Bandeirante;66;1750
5333;Arniqueira;61;10000
5336;Área Rural;19;480
5336;Área Rural;16;240
5315;Recanto Das Emas;67;1800
5315;Recanto Das Emas;69;1320
5336;Área Rural;34;500
5252;Valparaíso de Goiás;26;800
5336;Área Rural;34;950
5326;Sobradinho II;38;800
5334;Arapoanga;70;2000
5306;Planaltina;27;600
5314;São Sebastião;51;600
5326;Sobradinho II;35;600
5301;Plano Piloto;52;44000
5247;Luziânia;40;1340
5335;Água Quente;46;3080
5309;Ceilândia;73;2000
5309;Ceilândia;67;1312
5336;Área Rural;10;200
5310;Guará;80;9000
5249;Padre Bernardo;75;1412
5313;Santa Maria;62;1500
5313;Santa Maria;11;400
5336;Área Rural;43;400
5243;Cidade Ocidental;26;600
5320;Águas Claras;51;10000
5251;Santo Antônio do Descoberto;70;2500
5251;Santo Antônio do Descoberto;65;1412
5312;Samambaia;42;1712
5301;Plano Piloto;66;30000
5242;Alexânia;59;1412
5242;Alexânia;63;1412
5330;Vicente Pires;57;2000
5306;Planaltina;69;3000
5318;Lago Norte;66;12000
5318;Lago Norte;63;12000
5248;Novo Gama;85;3320
5251;Santo Antônio do Descoberto;33;950
5335;Água Quente;81;1400
5250;Planaltina de Goiás;56;600
5250;Planaltina de Goiás;59;1412
5241;Águas Lindas de Goiás;54;819
5243;Cidade Ocidental;67;1620
5242;Alexânia;71;1412
5317;Riacho Fundo;57;6000
5303;Taguatinga;31;1500
5314;São Sebastião;60;1320
5244;Cristalina;78;1412
5312;Samambaia;62;5046
5314;São Sebastião;68;2600
5314;São Sebastião;73;2600
5306;Planaltina;36;660
5243;Cidade Ocidental;56;2900
5243;Cidade Ocidental;89;1320
5302;Gama;60;250
5312;Samambaia;18;50
5301;Plano Piloto;50;4500
5310;Guará;96;2000
5242;Alexânia;75;1412
5242;Alexânia;70;1412
5301;Plano Piloto;74;6000
5314;São Sebastião;42;1412
5326;Sobradinho II;63;600
5326;Sobradinho II;26;600
5249;Padre Bernardo;65;700
5335;Água Quente;19;600
5333;Arniqueira;71;1412
5333;Arniqueira;36;14660
5314;São Sebastião;53;1412
5306;Planaltina;55;600
5326;Sobradinho II;88;4000
5310;Guará;65;1302
5310;Guará;66;1302
5331;Fercal;50;3800
5321;Riacho Fundo II;86;1320
5245;Cocalzinho de Goiás;53;300
5249;Padre Bernardo;79;12000
5301;Plano Piloto;70;33000
5241;Águas Lindas de Goiás;22;8000
5242;Alexânia;69;2824
5328;Itapoã;40;1420
5243;Cidade Ocidental;35;1800
5317;Riacho Fundo;79;3000
5328;Itapoã;17;600
5334;Arapoanga;34;1100
5317;Riacho Fundo;64;2112
5310;Guará;45;3040
5315;Recanto Das Emas;23;3800
5309;Ceilândia;63;1320
5302;Gama;30;600
5302;Gama;14;200
5311;Cruzeiro;76;7000
5317;Riacho Fundo;67;2300
5242;Alexânia;85;2824
5242;Alexânia;79;1412
5304;Brazlândia;68;14000
5304;Brazlândia;52;5000
5308;Núcleo Bandeirante;68;4800
5305;Sobradinho;78;2000
5333;Arniqueira;63;3900
5332;Sol Nascente / Pôr do Sol;63;2300
5247;Luziânia;35;1750
5247;Luziânia;57;4800
5309;Ceilândia;73;1320
5309;Ceilândia;28;500
5315;Recanto Das Emas;63;1320
5242;Alexânia;61;1412
5318;Lago Norte;62;8000
5318;Lago Norte;64;8000
5249;Padre Bernardo;73;1412
5249;Padre Bernardo;84;1412
5246;Formosa;65;1420
5245;Cocalzinho de Goiás;27;2000
5250;Planaltina de Goiás;34;900
5301;Plano Piloto;61;1400
5314;São Sebastião;35;600
5304;Brazlândia;34;890
5335;Água Quente;35;1500
5301;Plano Piloto;26;2100
5330;Vicente Pires;37;4950
5312;Samambaia;27;2650
5310;Guará;90;1322
5313;Santa Maria;51;600
5248;Novo Gama;65;1320
5251;Santo Antônio do Descoberto;27;650
5249;Padre Bernardo;50;2640
5310;Guará;43;650
5305;Sobradinho;57;20000
5250;Planaltina de Goiás;41;1322
5314;São Sebastião;28;1400
5307;Paranoá;37;900
5301;Plano Piloto;50;32000
5301;Plano Piloto;52;23800
5326;Sobradinho II;51;2640
5242;Alexânia;31;2500
5330;Vicente Pires;37;750
5307;Paranoá;74;1302
5317;Riacho Fundo;19;4701
5309;Ceilândia;77;1320
5330;Vicente Pires;60;13000
5330;Vicente Pires;83;2824
5308;Núcleo Bandeirante;37;2037
5244;Cristalina;72;1412
5244;Cristalina;78;1412
5247;Luziânia;21;111
5301;Plano Piloto;29;6500
5325;SCIA;86;1412
5336;Área Rural;49;1412
5336;Área Rural;28;600
5304;Brazlândia;26;850
5304;Brazlândia;12;200
5304;Brazlândia;56;2000
5336;Área Rural;24;600
5249;Padre Bernardo;59;1412
5249;Padre Bernardo;36;2800
5324;Park Way;51;48300
5322;Sudoeste e Octogonal;38;16200
5304;Brazlândia;57;750
5251;Santo Antônio do Descoberto;17;500
5304;Brazlândia;17;800
5249;Padre Bernardo;76;10000
5249;Padre Bernardo;70;3500
5325;SCIA;65;1320
5325;SCIA;10;150
5309;Ceilândia;19;400
5316;Lago Sul;82;13000
5330;Vicente Pires;61;5000
5245;Cocalzinho de Goiás;50;1412
5314;São Sebastião;45;2500
5246;Formosa;72;6412
5249;Padre Bernardo;35;1412
5243;Cidade Ocidental;49;600
5336;Área Rural;68;2840
5251;Santo Antônio do Descoberto;42;1000
5330;Vicente Pires;32;800
5244;Cristalina;63;2824
5244;Cristalina;63;1412
5250;Planaltina de Goiás;60;1800
5312;Samambaia;60;1412
5301;Plano Piloto;74;7000
5301;Plano Piloto;73;7000
5309;Ceilândia;53;850
5244;Cristalina;57;1412
5334;Arapoanga;75;1420
5244;Cristalina;28;600
5321;Riacho Fundo II;54;2070
5321;Riacho Fundo II;15;330
5301;Plano Piloto;59;10000
5317;Riacho Fundo;65;1412
5313;Santa Maria;29;1596
5334;Arapoanga;50;600
5334;Arapoanga;46;850
5332;Sol Nascente / Pôr do Sol;43;500
5332;Sol Nascente / Pôr do Sol;17;600
5251;Santo Antônio do Descoberto;62;600
5251;Santo Antônio do Descoberto;60;1412
5247;Luziânia;37;1000
5336;Área Rural;46;600
5243;Cidade Ocidental;69;1400
5243;Cidade Ocidental;38;1400
5249;Padre Bernardo;32;931
5249;Padre Bernardo;10;1320
5331;Fercal;77;1420
5315;Recanto Das Emas;26;1320
5306;Planaltina;71;1320
5247;Luziânia;50;1320
5325;SCIA;69;2824
5325;SCIA;66;1412
5241;Águas Lindas de Goiás;46;7500
5244;Cristalina;24;1400
5248;Novo Gama;48;800
5316;Lago Sul;79;1900
5334;Arapoanga;42;250
5327;Jardim Botânico;70;20000
5249;Padre Bernardo;75;2640
5242;Alexânia;61;1412
5245;Cocalzinho de Goiás;73;2012
5245;Cocalzinho de Goiás;74;1412
5247;Luziânia;22;3212
5247;Luziânia;16;600
5301;Plano Piloto;40;3000
5303;Taguatinga;64;1320
5244;Cristalina;46;800
5301;Plano Piloto;61;25000
5304;Brazlândia;55;2900
5316;Lago Sul;92;1412
5249;Padre Bernardo;62;1420
5247;Luziânia;71;1320
5334;Arapoanga;55;600
5324;Park Way;77;1300
5324;Park Way;80;1302
5301;Plano Piloto;61;6000
5301;Plano Piloto;59;1700
5328;Itapoã;58;10000
5326;Sobradinho II;82;1320
5242;Alexânia;49;4024
5242;Alexânia;50;4200
5242;Alexânia;25;3000
5247;Luziânia;25;2600
5302;Gama;78;1300
5305;Sobradinho;63;4600
5241;Águas Lindas de Goiás;49;600
5249;Padre Bernardo;67;3000
5302;Gama;86;1325
5330;Vicente Pires;49;600
5251;Santo Antônio do Descoberto;55;1412
5313;Santa Maria;34;4288
5315;Recanto Das Emas;53;4000
5333;Arniqueira;68;1412
5244;Cristalina;84;1420
5245;Cocalzinho de Goiás;13;1412
5309;Ceilândia;47;1420
5309;Ceilândia;15;250
5309;Ceilândia;22;250
5315;Recanto Das Emas;67;1320
5315;Recanto Das Emas;74;1320
5315;Recanto Das Emas;26;1412
5308;Núcleo Bandeirante;66;6800
5312;Samambaia;70;1320
5312;Samambaia;15;100
5312;Samambaia;12;100
5312;Samambaia;10;100
5334;Arapoanga;80;1412
5305;Sobradinho;26;5000
5301;Plano Piloto;83;2700
5243;Cidade Ocidental;69;14322
5324;Park Way;78;5400
5324;Park Way;70;3700
5331;Fercal;27;1300
5333;Arniqueira;64;2823
5333;Arniqueira;62;2600
5248;Novo Gama;27;1695
5323;Varjão;53;1900
5250;Planaltina de Goiás;37;1400
5306;Planaltina;67;1320
5252;Valparaíso de Goiás;25;3500
5252;Valparaíso de Goiás;77;1320
5325;SCIA;47;600
5331;Fercal;32;900
5309;Ceilândia;83;2640
5241;Águas Lindas de Goiás;53;600
5303;Taguatinga;70;1350
5319;Candangolândia;49;2824
5331;Fercal;59;1400
5310;Guará;55;1140
5319;Candangolândia;62;1320
5328;Itapoã;68;1302
5328;Itapoã;62;1302
5305;Sobradinho;69;1400
5244;Cristalina;37;658
5251;Santo Antônio do Descoberto;68;2000
5332;Sol Nascente / Pôr do Sol;70;1500
5314;São Sebastião;23;830
5247;Luziânia;16;800
5317;Riacho Fundo;34;700
5332;Sol Nascente / Pôr do Sol;34;2002
5307;Paranoá;42;600
5315;Recanto Das Emas;32;7000
5310;Guará;54;11000
5247;Luziânia;21;1320
5247;Luziânia;21;1000
5244;Cristalina;63;2840
5309;Ceilândia;37;900
5311;Cruzeiro;59;600
5248;Novo Gama;55;1000
5336;Área Rural;44;300
5336;Área Rural;17;200
5301;Plano Piloto;77;22000
5241;Águas Lindas de Goiás;16;111
5241;Águas Lindas de Goiás;14;111
5248;Novo Gama;33;640
5316;Lago Sul;85;15000
5304;Brazlândia;73;1300
5304;Brazlândia;49;1600
5247;Luziânia;29;7500
5301;Plano Piloto;62;9000
5303;Taguatinga;42;1320
5246;Formosa;24;450
5303;Taguatinga;47;7000
5302;Gama;75;2670
5302;Gama;78;1320
5336;Área Rural;28;960
5301;Plano Piloto;66;12000
5335;Água Quente;16;240
5306;Planaltina;43;800
5306;Planaltina;23;1320
5252;Valparaíso de Goiás;27;1650
5304;Brazlândia;26;800
5333;Arniqueira;75;3000
5252;Valparaíso de Goiás;58;3600
5252;Valparaíso de Goiás;83;4702
5301;Plano Piloto;81;30000
5314;São Sebastião;37;600
5314;São Sebastião;18;2608
5301;Plano Piloto;66;16000
5306;Planaltina;29;600
5314;São Sebastião;56;600
5248;Novo Gama;41;1150
5248;Novo Gama;18;1600
5252;Valparaíso de Goiás;56;1320
5252;Valparaíso de Goiás;45;650
5307;Paranoá;66;1320
5307;Paranoá;84;1320
5316;Lago Sul;88;25000
5316;Lago Sul;82;25000
5302;Gama;63;5800
5302;Gama;65;6500
5251;Santo Antônio do Descoberto;83;1400
5244;Cristalina;25;1100
5244;Cristalina;10;200
5241;Águas Lindas de Goiás;36;600
5249;Padre Bernardo;61;650
5249;Padre Bernardo;12;50
5250;Planaltina de Goiás;61;1412
5323;Varjão;25;1350
5252;Valparaíso de Goiás;79;1320
5312;Samambaia;71;1320
5319;Candangolândia;69;1900
5247;Luziânia;83;1320
5247;Luziânia;83;1320
5308;Núcleo Bandeirante;73;10500
5308;Núcleo Bandeirante;69;2500
5249;Padre Bernardo;10;1413
5312;Samambaia;76;1320
5312;Samambaia;42;27000
5304;Brazlândia;32;250
5335;Água Quente;44;850
5314;São Sebastião;68;2640
5317;Riacho Fundo;67;4412
5314;São Sebastião;66;1620
5330;Vicente Pires;65;20000
5330;Vicente Pires;54;1500
5301;Plano Piloto;69;25000
5301;Plano Piloto;34;3000
5247;Luziânia;20;1300
5304;Brazlândia;20;1000
5328;Itapoã;50;700
5326;Sobradinho II;75;1320
5245;Cocalzinho de Goiás;60;3200
5252;Valparaíso de Goiás;67;1416
5335;Água Quente;43;600
5323;Varjão;36;700
5328;Itapoã;68;1200
5328;Itapoã;63;1400
5241;Águas Lindas de Goiás;66;5000
5241;Águas Lindas de Goiás;70;4000
5330;Vicente Pires;66;1412
5325;SCIA;16;2150
5325;SCIA;53;1100
5306;Planaltina;22;250
5312;Samambaia;58;1412
5312;Samambaia;29;1250
5251;Santo Antônio do Descoberto;74;600
5318;Lago Norte;84;6000
5336;Área Rural;29;480
5336;Área Rural;32;1150
5245;Cocalzinho de Goiás;71;1412
5245;Cocalzinho de Goiás;64;1412
5324;Park Way;68;1400
5325;SCIA;20;750
5302;Gama;67;1400
5311;Cruzeiro;58;1412
5245;Cocalzinho de Goiás;86;1412
5245;Cocalzinho de Goiás;70;1412
5251;Santo Antônio do Descoberto;64;8800
5313;Santa Maria;77;1500
5248;Novo Gama;44;1500
5333;Arniqueira;81;1412
5333;Arniqueira;63;1412
5306;Planaltina;79;1320
5249;Padre Bernardo;23;50
5304;Brazlândia;78;1412
5304;Brazlândia;17;1412
5314;São Sebastião;33;7500
5243;Cidade Ocidental;60;4000
5303;Taguatinga;50;600
5312;Samambaia;44;250
5310;Guará;18;4600
5249;Padre Bernardo;64;1412
5330;Vicente Pires;68;2900
5328;Itapoã;68;1300
5326;Sobradinho II;65;25000
5241;Águas Lindas de Goiás;16;1561
5329;SIA;32;600
5334;Arapoanga;74;1320
5330;Vicente Pires;40;600
5251;Santo Antônio do Descoberto;18;110
5319;Candangolândia;35;7800
5319;Candangolândia;83;1320
5246;Formosa;46;600
5301;Plano Piloto;45;3000
5329;SIA;39;1912
5329;SIA;17;400
5304;Brazlândia;19;600
5335;Água Quente;51;1350
5324;Park Way;64;4500
5330;Vicente Pires;35;910
5242;Alexânia;75;2824
5242;Alexânia;69;1412
5307;Paranoá;57;600
5303;Taguatinga;49;1800
5303;Taguatinga;24;300
5303;Taguatinga;15;900
5315;Recanto Das Emas;54;1412
5315;Recanto Das Emas;31;1412
5333;Arniqueira;19;3000
5247;Luziânia;87;1412
5317;Riacho Fundo;66;1320
5309;Ceilândia;41;2900
5241;Águas Lindas de Goiás;43;802
5249;Padre Bernardo;75;1800
5332;Sol Nascente / Pôr do Sol;54;3450
5335;Água Quente;53;1678
5314;São Sebastião;22;1000
5329;SIA;40;900
5323;Varjão;56;600
5307;Paranoá;58;900
5307;Paranoá;87;1302
5323;Varjão;55;600
5242;Alexânia;60;1412
5244;Cristalina;41;1474
5243;Cidade Ocidental;38;650
5241;Águas Lindas de Goiás;54;1412
5241;Águas Lindas de Goiás;25;6500
5328;Itapoã;67;1412
5322;Sudoeste e Octogonal;62;30800
5302;Gama;38;700
5306;Planaltina;43;1320
5241;Águas Lindas de Goiás;55;650
5325;SCIA;19;4750
5307;Paranoá;68;1320
5248;Novo Gama;34;600
5317;Riacho Fundo;75;8000
5317;Riacho Fundo;53;2500
5317;Riacho Fundo;77;3100
5243;Cidade Ocidental;35;650
5243;Cidade Ocidental;63;650
5249;Padre Bernardo;30;12000
5324;Park Way;60;9500
5324;Park Way;28;3500
5333;Arniqueira;41;3000
5249;Padre Bernardo;50;1412
5308;Núcleo Bandeirante;25;750
5244;Cristalina;49;700
5334;Arapoanga;59;1420
5317;Riacho Fundo;67;600
5324;Park Way;89;2560
5244;Cristalina;51;300
5336;Área Rural;38;4200
5244;Cristalina;72;1412
5323;Varjão;47;1650
5325;SCIA;35;100
5315;Recanto Das Emas;26;450
5244;Cristalina;69;1412
5244;Cristalina;70;1412
